id,word,alt,type,bee,group,origin,nTried,nMistakes,weight
1363,menthol,,,two,study,,1,0,1
1364,rappelled,,,two,champions,,1,0,1
1365,organist,,,two,study,,1,0,1
1366,velociraptor,,,two,champions,,1,1,1
1367,dentifrice,,,two,champions,,1,1,1
1368,profile,,,two,study,,1,0,1
1369,plantain,,,two,champions,,1,0,1
1370,kaleidoscope,,,two,champions,,1,0,1
1371,incomprehensible,,,two,study,,1,0,1
1372,aspersions,,,two,study,,1,0,1
1373,multitude,,,two,champions,,1,0,1
1374,rotisserie,,,two,champions,,1,0,1
1375,adolescence,,,two,champions,,1,0,1
1376,referendum,,,two,champions,,1,0,1
1377,cupola,,,two,champions,,1,0,1
1378,supplicate,,,two,champions,,1,1,1
1379,frabjous,,,two,champions,,1,1,1
1380,commonplace,,,two,study,,1,0,1
1381,donna,,,two,champions,,1,0,1
1382,superstitious,,,two,champions,,1,0,1
1383,cursive,,,two,champions,,1,0,1
1384,surmised,,,two,study,,1,0,1
1385,aerobics,,,two,champions,,1,0,1
1386,pungent,,,two,champions,,1,0,1
1387,exasperate,,,two,champions,,1,0,1
1388,cornea,,,two,champions,,1,1,1
1389,ascension,,,two,champions,,1,0,1
1390,boomslang,,,two,champions,,1,0,1
1391,hazmat,,,two,study,,1,0,1
1392,withers,,,two,study,,1,1,1
1393,marinate,,,two,study,,1,0,1
1394,photogenic,,,two,champions,,1,0,1
1395,sabermetrics,,,two,champions,,1,0,1
1396,ufology,,,two,champions,,1,0,1
1397,doubt,,,two,champions,,1,0,1
1398,rowan,,,two,champions,,1,1,1
1399,tempestuous,,,two,champions,,1,0,1
1400,brontophobia,,,two,champions,,1,1,1
1401,quittance,,,two,champions,,1,0,1
1402,labyrinthine,,,two,champions,,1,0,1
1403,certain,,,two,study,,1,0,1
1404,mantra,,,two,champions,,1,0,1
1405,soporific,,,two,champions,,1,1,1
1406,jitney,,,two,champions,,1,0,1
1407,spiracle,,,two,champions,,1,1,1
1408,undulating,,,two,champions,,1,0,1
1409,repudiate,,,two,champions,,1,1,1
1410,gingerbread,,,two,study,,1,0,1
1411,Haitian,,,two,study,,1,0,1
1412,entity,,,two,study,,1,0,1
1413,yuzu,,,two,champions,,1,0,1
1414,clarinet,,,two,champions,,1,0,1
1415,bandicoot,,,two,champions,,1,0,1
1416,salubrious,,,two,champions,,1,0,1
1417,prevenient,,,two,champions,,1,0,1
1418,triceratops,,,two,champions,,1,0,1
1419,gaudery,,,two,champions,,1,1,1
1420,beatboxing,,,two,study,,1,0,1
1421,gesticulate,,,two,champions,,1,0,1
1422,odiferous,,,two,champions,,1,1,1
1423,principality,,,two,champions,,1,0,1
1424,agonistic,,,two,champions,,1,0,1
1425,epoxy,,,two,champions,,1,0,1
1426,visibility,,,two,champions,,1,0,1
1427,waiver,,,two,champions,,1,0,1
1428,desolate,,,two,champions,,1,0,1
1429,opalescence,,,two,champions,,1,0,1
1430,perseverance,,,two,champions,,1,0,1
1431,litmus,,,two,champions,,1,0,1
1432,static,,,two,study,,1,0,1
1433,porosity,,,two,champions,,1,0,1
1434,impasto,,,two,champions,,1,0,1
1435,equivocate,,,two,champions,,1,0,1
1436,accentuate,,,two,champions,,1,1,1
1437,anticoagulant,,,two,champions,,1,1,1
1438,plague,,,two,champions,,1,0,1
1439,archetype,,,two,champions,,1,1,1
1440,enoki,,,two,champions,,1,0,1
1441,germane,,,two,champions,,1,1,1
1442,fascinator,,,two,champions,,1,0,1
1443,pomposity,,,two,champions,,1,0,1
1444,indubitable,,,two,champions,,1,0,1
1445,organelle,,,two,champions,,1,1,1
1446,univocal,,,two,champions,,1,0,1
1447,dodecahedron,,,two,champions,,1,0,1
1448,pinnacle,,,two,champions,,1,0,1
1449,unconscionable,,,two,champions,,1,0,1
1450,partridge,,,two,champions,,1,0,1
1451,unfurl,,,two,champions,,1,0,1
1452,legend,,,two,study,,1,0,1
1453,platitude,,,two,champions,,1,0,1
1454,hurriedly,,,two,champions,,1,0,1
1455,bergamot,,,two,champions,,1,1,1
1456,tapas,,,two,champions,,1,0,1
1457,coincidence,,,two,study,,1,0,1
1458,periodically,,,two,study,,1,0,1
1459,extensive,,,two,champions,,1,0,1
1460,seethe,,,two,champions,,1,1,1
1461,tropical,,,two,champions,,1,0,1
1462,agitation,,,two,champions,,1,0,1
1463,decumbiture,,,two,champions,,1,1,1
1464,astrobleme,,,two,champions,,1,0,1
1465,succinct,,,two,champions,,1,1,1
1466,insubstantial,,,two,study,,1,0,1
1467,domiciled,,,two,champions,,1,0,1
1468,epidermis,,,two,champions,,1,1,1
1469,ambrosial,,,two,champions,,1,0,1
1470,aphasia,,,two,champions,,1,1,1
1471,hermetically,,,two,champions,,1,0,1
1472,follicle,,,two,champions,,1,1,1
1473,silhouette,,,two,champions,,1,0,1
1474,crux,,,two,champions,,1,0,1
1475,protuberant,,,two,champions,,1,0,1
1476,neuropathy,,,two,champions,,1,1,1
1477,arduous,,,two,champions,,1,0,1
1478,tampered,,,two,study,,1,0,1
1479,servitude,,,two,champions,,1,0,1
1480,abominable,,,two,champions,,1,0,1
1481,indemnity,,,two,champions,,1,0,1
1482,banquet,,,two,champions,,1,0,1
1483,contaminated,,,two,study,,1,0,1
1484,liaise,,,two,champions,,1,1,1
1485,elusive,,,two,champions,,1,0,1
1486,credulity,,,two,champions,,1,0,1
1487,mollify,,,two,champions,,1,1,1
1488,whet,,,two,champions,,1,1,1
1489,cruciferous,,,two,champions,,1,0,1
1490,gouge,,,two,champions,,1,1,1
1491,vituperative,,,two,champions,,1,0,1
1492,rhubarb,,,two,champions,,1,1,1
1493,plastic,,,two,study,,1,0,1
1494,galvanize,,,two,champions,,1,0,1
1495,Victorian,,,two,champions,,1,0,1
1496,versa,,,two,champions,,1,0,1
1497,rabble-rouser,,,two,study,,1,0,1
1498,abracadabra,,,two,champions,,1,0,1
1499,profundity,,,two,champions,,1,0,1
1500,epact,,,two,champions,,1,1,1
1501,nanotechnology,,,two,champions,,1,0,1
1502,cylindrical,,,two,champions,,1,0,1
1503,spectacles,,,two,champions,,1,0,1
1504,mortgage,,,two,champions,,1,0,1
1505,cytoplasm,,,two,champions,,1,1,1
1506,pauper,,,two,champions,,1,1,1
1507,Merrimack,,,two,study,,1,0,1
1508,binomial,,,two,champions,,1,0,1
1509,flambé,,,two,champions,,1,0,1
1510,uncouth,,,two,champions,,1,0,1
1511,distance,,,two,study,,1,0,1
1512,vitreous,,,two,champions,,1,1,1
1513,quirky,,,two,champions,,1,0,1
1514,palindrome,,,two,study,,1,0,1
1515,retrograde,,,two,champions,,1,0,1
1516,apostate,,,two,champions,,1,0,1
1517,interrogative,,,two,champions,,1,0,1
1518,antithesis,,,two,champions,,1,0,1
1519,dinero,,,two,champions,,1,1,1
1520,perilous,,,two,champions,,1,1,1
1521,discomfiture,,,two,champions,,1,0,1
1522,gabled,,,two,study,,1,0,1
1523,superficiality,,,two,champions,,1,0,1
1524,sabotage,,,two,champions,,1,0,1
1525,inoculate,,,two,champions,,1,0,1
1526,psychoanalysis,,,two,champions,,1,0,1
1527,buffet,,,two,champions,,1,0,1
1528,modern,,,two,study,,1,0,1
1529,retinol,,,two,champions,,1,1,1
1530,comfort,,,two,study,,1,0,1
1531,accordance,,,two,study,,1,0,1
1532,billiards,,,two,champions,,1,0,1
1533,humidistat,,,two,champions,,1,0,1
1534,conference,,,two,champions,,1,0,1
1535,mitigative,,,two,champions,,1,0,1
1536,incoherent,,,two,champions,,1,0,1
1537,autographs,,,two,study,,1,0,1
1538,hostile,,,two,champions,,1,0,1
1539,auburn,,,two,champions,,1,0,1
1540,ermine,,,two,champions,,1,1,1
1541,dromedary,,,two,champions,,1,0,1
1542,perpetrator,,,two,champions,,1,0,1
1543,tentativeness,,,two,champions,,1,0,1
1544,epithet,,,two,champions,,1,0,1
1545,authenticate,,,two,champions,,1,0,1
1546,cauterize,,,two,champions,,1,1,1
1547,precursor,,,two,champions,,1,0,1
1548,intersperse,,,two,champions,,1,1,1
1549,syllabus,,,two,champions,,1,0,1
1550,ostracism,,,two,champions,,1,0,1
1551,vagary,,,two,champions,,1,1,1
1552,satsuma,,,two,study,,1,0,1
1553,gonzo,,,two,champions,,1,0,1
1554,buckle,,,two,study,,1,0,1
1555,Mesopotamian,,,two,champions,,1,1,1
1556,preeminent,,,two,champions,,1,0,1
1557,wharf,,,two,champions,,1,0,1
1558,fomentation,,,two,champions,,1,1,1
1559,carpenter,,,two,study,,1,0,1
1560,olympiad,,,two,champions,,1,0,1
1561,stratification,,,two,champions,,1,0,1
1562,pathos,,,two,champions,,1,0,1
1563,tedious,,,two,champions,,1,0,1
1564,elocution,,,two,champions,,1,0,1
1565,chemistry,,,two,champions,,1,0,1
1566,turpitude,,,two,champions,,1,0,1
1567,proud,,,two,study,,1,0,1
1568,attendee,,,two,champions,,1,0,1
1569,italicization,,,two,champions,,1,1,1
1570,molasses,,,two,champions,,1,0,1
1571,gingivitis,,,two,champions,,1,0,1
1572,yeanling,,,two,champions,,1,0,1
1573,viscount,,,two,champions,,1,1,1
1574,Madagascar,,,two,study,,1,0,1
1575,channel,,,two,study,,1,0,1
1576,celestial,,,two,champions,,1,0,1
1577,tardigrade,,,two,champions,,1,0,1
1578,dropsonde,,,two,study,,1,0,1
1579,cellophane,,,two,champions,,1,0,1
1580,lugubrious,,,two,champions,,1,1,1
1581,multifarious,,,two,champions,,1,0,1
1582,vespertine,,,two,champions,,1,0,1
1583,yoga,,,two,study,,1,0,1
1584,omnibus,,,two,champions,,1,0,1
1585,condemn,,,two,champions,,1,0,1
1586,stirrups,,,two,study,,1,0,1
1587,cutaneous,,,two,champions,,1,0,1
1588,frontier,,,two,champions,,1,0,1
1589,carborane,,,two,study,,1,1,1
1590,résumé,,,two,champions,,1,0,1
1591,Sinai,,,two,study,,1,1,1
1592,sesame,,,two,champions,,1,0,1
1593,indolent,,,two,champions,,1,0,1
1594,pessimum,,,two,champions,,1,0,1
1595,curmudgeon,,,two,champions,,1,1,1
1596,nostalgia,,,two,champions,,1,0,1
1597,hasten,,,two,champions,,1,0,1
1598,sabbatical,,,two,champions,,1,0,1
1599,nocturnal,,,two,champions,,1,0,1
1600,kraken,,,two,champions,,1,0,1
1601,Hyperion,,,two,study,,1,0,1
1602,culminate,,,two,study,,1,0,1
1603,apropos,,,two,champions,,1,3,1
1604,vestibule,,,two,champions,,1,0,1
1605,occur,,,two,champions,,1,0,1
1606,telepathic,,,two,champions,,1,0,1
1607,platoon,,,two,champions,,1,0,1
1608,epilepsy,,,two,champions,,1,0,1
1609,pavlova,,,two,champions,,1,1,1
1610,raucous,,,two,champions,,1,0,1
1611,analogize,,,two,champions,,1,0,1
1612,genus,,,two,champions,,1,0,1
1613,expostulate,,,two,champions,,1,0,1
1614,heterochromia,,,two,champions,,1,0,1
1615,bizarro,,,two,champions,,1,1,1
1616,bulgogi,,,two,champions,,1,0,1
1617,volucrine,,,two,champions,,1,1,1
1618,quandary,,,two,champions,,1,1,1
1619,proviso,,,two,champions,,1,0,1
1620,depredation,,,two,champions,,1,3,1
1621,aubergine,,,two,champions,,1,0,1
1622,extemporaneous,,,two,champions,,1,0,1
1623,braille,,,two,champions,,1,0,1
1624,vellum,,,two,champions,,1,1,1
1625,apiary,,,two,champions,,1,1,1
1626,oligarchy,,,two,champions,,1,0,1
1627,secession,,,two,champions,,1,1,1
1628,apportion,,,two,champions,,1,0,1
1629,synesthesia,synaesthesia,No preference,two,study,,1,0,1
1630,transparencies,,,two,study,,1,0,1
1631,fiduciary,,,two,champions,,1,0,1
1632,geocaching,,,two,champions,,1,0,1
1633,Francophone,,,two,champions,,1,1,1
1634,stereotypical,,,two,champions,,1,0,1
1635,condensation,,,two,champions,,1,0,1
1636,extremely,,,two,study,,1,0,1
1637,toilsome,,,two,champions,,1,0,1
1638,denominator,,,two,champions,,1,0,1
1639,turbulent,,,two,study,,1,0,1
1640,auspices,,,two,champions,,1,0,1
1641,wattage,,,two,champions,,1,0,1
1642,peculate,,,two,champions,,1,0,1
1643,hymnal,,,two,study,,1,0,1
1644,tenement,,,two,champions,,1,0,1
1645,coupon,,,two,champions,,1,0,1
1646,encroach,,,two,champions,,1,0,1
1647,abhenry,,,two,champions,,1,0,1
1648,clemency,,,two,champions,,1,0,1
1649,severance,,,two,champions,,1,0,1
1650,embezzlement,,,two,champions,,1,0,1
1651,anthropology,,,two,champions,,1,0,1
1652,reiterate,,,two,champions,,1,0,1
1653,plaiting,,,two,study,,1,0,1
1654,phlebotomy,,,two,champions,,1,0,1
1655,choreographer,,,two,champions,,1,0,1
1656,utilitarian,,,two,champions,,1,0,1
1657,currycomb,,,two,study,,1,0,1
1658,surrogate,,,two,champions,,1,1,1
1659,tremulous,,,two,champions,,1,0,1
1660,arbitrary,,,two,champions,,1,0,1
1661,raptatorial,,,two,champions,,1,0,1
1662,settle,,,two,study,,1,0,1
1663,demographics,,,two,champions,,1,0,1
1664,schooner,,,two,champions,,1,1,1
1665,scrutiny,,,two,champions,,1,0,1
1666,vitriolic,,,two,champions,,1,0,1
1667,feign,,,two,champions,,1,1,1
1668,squawk,,,two,study,,1,0,1
1669,Edenic,,,two,champions,,1,0,1
1670,muesli,,,two,champions,,1,2,1
1671,steeplechasing,,,two,study,,1,0,1
1672,invertebrate,,,two,champions,,1,0,1
1673,enviable,,,two,champions,,1,0,1
1674,opprobrious,,,two,champions,,1,2,1
1675,quaver,,,two,champions,,1,0,1
1676,territory,,,two,champions,,1,0,1
1677,eschew,,,two,champions,,1,1,1
1678,clearance,,,two,champions,,1,0,1
1679,toppled,,,two,study,,1,0,1
1680,hibernaculum,,,two,champions,,1,0,1
1681,genteel,,,two,champions,,1,1,1
1682,papyrus,,,two,champions,,1,1,1
1683,curio,,,two,champions,,1,0,1
1684,preponderance,,,two,champions,,1,0,1
1685,eminent,,,two,champions,,1,0,1
1686,quarantine,,,two,champions,,1,0,1
1687,laureate,,,two,champions,,1,0,1
1688,emphysema,,,two,champions,,1,1,1
1689,equator,,,two,study,,1,0,1
1690,arpeggio,,,two,champions,,1,0,1
1691,profound,,,two,study,,1,0,1
1692,Pulitzer,,,two,champions,,1,0,1
1693,bardolatry,,,two,champions,,1,0,1
1694,wordmonger,,,two,champions,,1,0,1
1695,toile,,,two,champions,,1,1,1
1696,schnitzel,,,two,champions,,1,0,1
1697,comedienne,,,two,champions,,1,1,1
1698,specimen,,,two,champions,,1,0,1
1699,cohesive,,,two,champions,,1,0,1
1700,apotheosis,,,two,champions,,1,0,1
1701,scullery,,,two,champions,,1,0,1
1702,omniscient,,,two,champions,,1,0,1
1703,recruit,,,two,champions,,1,0,1
1704,privatim,,,two,champions,,1,1,1
1705,pedicure,,,two,champions,,1,0,1
1706,numerology,,,two,champions,,1,0,1
1707,justiciable,,,two,champions,,1,0,1
1708,constellation,,,two,study,,1,0,1
1709,crinoline,,,two,champions,,1,0,1
1710,exploits,,,two,study,,1,0,1
1711,soothsayer,,,two,champions,,1,0,1
1712,baroque,,,two,champions,,1,0,1
1713,charioteer,,,two,champions,,1,0,1
1714,epitaphs,,,two,champions,,1,0,1
1715,liege,,,two,champions,,1,0,1
1716,estuary,,,two,champions,,1,0,1
1717,posada,,,two,champions,,1,0,1
1718,teleology,,,two,champions,,1,1,1
1719,trillium,,,two,champions,,1,1,1
1720,avarice,,,two,champions,,1,0,1
1721,importunate,,,two,champions,,1,0,1
1722,instigate,,,two,champions,,1,0,1
1723,osteopath,,,two,champions,,1,0,1
1724,sartorial,,,two,champions,,1,0,1
1725,brethren,,,two,champions,,1,0,1
1726,rhododendron,,,two,champions,,1,0,1
1727,potassium,,,two,champions,,1,0,1
1728,jurisdiction,,,two,champions,,1,0,1
1729,explore,,,two,study,,1,0,1
1730,throttle,,,two,study,,1,0,1
1731,bedraggled,,,two,champions,,1,0,1
1732,jambalaya,,,two,champions,,1,0,1
1733,plenitude,,,two,champions,,1,0,1
1734,therapeutic,,,two,study,,1,0,1
1735,Belgravia,,,two,champions,,1,0,1
1736,commodore,,,two,study,,1,0,1
1737,longitude,,,two,champions,,1,0,1
1738,modular,,,two,champions,,1,0,1
1739,reconcilable,,,two,champions,,1,0,1
1740,fealty,,,two,champions,,1,1,1
1741,mater,,,two,champions,,1,0,1
1742,annihilate,,,two,champions,,1,0,1
1743,coralline,,,two,champions,,1,0,1
1744,cabaret,,,two,champions,,1,0,1
1745,gnarled,,,two,champions,,1,0,1
1746,oscillation,,,two,champions,,1,0,1
1747,sporadically,,,two,champions,,1,0,1
1748,Stilton,,,two,champions,,1,0,1
1749,riviera,,,two,champions,,1,0,1
1750,Harlem,,,two,study,,1,0,1
1751,lacrosse,,,two,study,,1,0,1
1752,educand,,,two,champions,,1,1,1
1753,desertification,,,two,champions,,1,0,1
1754,niche,,,two,champions,,1,0,1
1755,pyrite,,,two,champions,,1,0,1
1756,collapsar,,,two,champions,,1,1,1
1757,globular,,,two,champions,,1,0,1
1758,series,,,two,study,,1,0,1
1759,eucalyptus,,,two,champions,,1,0,1
1760,doldrums,,,two,champions,,1,0,1
1761,amplify,,,two,study,,1,0,1
1762,nominal,,,two,champions,,1,0,1
1763,census,,,two,champions,,1,0,1
1764,tubular,,,two,champions,,1,0,1
1765,vocabulary,,,two,champions,,1,0,1
1766,duvet,,,two,champions,,1,0,1
1767,afghan,,,two,champions,,1,0,1
1768,abstruse,,,two,champions,,1,1,1
1769,merino,,,two,champions,,1,1,1
1770,factitious,,,two,champions,,1,0,1
1771,prosthetic,,,two,champions,,1,0,1
1772,prominent,,,two,champions,,1,0,1
1773,El,,,two,champions,,1,1,1
1774,bazooka,,,two,champions,,1,0,1
1775,reluctant,,,two,study,,1,0,1
1776,complacency,,,two,champions,,1,1,1
1777,connivery,,,two,champions,,1,0,1
1778,tercentenary,,,two,champions,,1,0,1
1779,intricate,,,two,champions,,1,0,1
1780,pendulous,,,two,champions,,1,2,1
1781,ulterior,,,two,champions,,1,0,1
1782,anchorage,,,two,champions,,1,1,1
1783,étude,,,two,champions,,1,0,1
1784,prenuptial,,,two,champions,,1,0,1
1785,autodidact,,,two,champions,,1,1,1
1786,Pembroke,,,two,champions,,1,0,1
1787,statistician,,,two,champions,,1,1,1
1788,occupancy,,,two,champions,,1,0,1
1789,sortition,,,two,champions,,1,0,1
1790,suture,,,two,champions,,1,0,1
1791,succumb,,,two,champions,,1,0,1
1792,neuroticism,,,two,champions,,1,0,1
1793,absolution,,,two,champions,,1,0,1
1794,besieged,,,two,champions,,1,1,1
1795,tractability,,,two,champions,,1,1,1
1796,promontory,,,two,champions,,1,2,1
1797,abysmal,,,two,champions,,1,0,1
1798,divvy,,,two,champions,,1,0,1
1799,krypton,,,two,champions,,1,0,1
1800,pilaster,,,two,champions,,1,0,1
1801,lousicide,,,two,champions,,1,0,1
1802,cornucopia,,,two,champions,,1,2,1
1803,jettison,,,two,champions,,1,0,1
1804,wren,,,two,study,,1,0,1
1805,philharmonic,,,two,champions,,1,0,1
1806,turpentine,,,two,champions,,1,0,1
1807,niacin,,,two,champions,,1,0,1
1808,unscathed,,,two,champions,,1,0,1
1809,ammunition,,,two,champions,,1,0,1
1810,euro,,,two,champions,,1,0,1
1811,propulsion,,,two,champions,,1,0,1
1812,obstetrician,,,two,champions,,1,3,1
1813,defiant,,,two,champions,,1,0,1
1814,plethora,,,two,champions,,1,0,1
1815,Gemini,,,two,champions,,1,1,1
1816,pestilence,,,two,champions,,1,3,1
1817,impromptu,,,two,champions,,1,0,1
1818,churlish,,,two,champions,,1,0,1
1819,nexus,,,two,champions,,1,0,1
1820,residence,,,two,study,,1,0,1
1821,carpal,,,two,champions,,1,0,1
1822,auricular,,,two,champions,,1,0,1
1823,auditorium,,,two,champions,,1,0,1
1824,ingratiate,,,two,champions,,1,0,1
1825,resilience,,,two,champions,,1,0,1
1826,welterweight,,,two,champions,,1,0,1
1827,intermezzo,,,two,champions,,1,0,1
1828,espousal,,,two,champions,,1,1,1
1829,halibut,,,two,champions,,1,0,1
1830,pumice,,,two,champions,,1,0,1
1831,efface,,,two,champions,,1,1,1
1832,hangar,,,two,champions,,1,0,1
1833,auction,,,two,champions,,1,0,1
1834,distressed,,,two,study,,1,0,1
1835,singultus,,,two,champions,,1,0,1
1836,effusive,,,two,champions,,1,0,1
1837,QWERTY,,,two,champions,,1,0,1
1838,enthalpy,,,two,champions,,1,0,1
1839,installation,,,two,champions,,1,0,1
1840,wraith,,,two,champions,,1,1,1
1841,twilight,,,two,champions,,1,0,1
1842,obscure,,,two,champions,,1,0,1
1843,mademoiselle,,,two,champions,,1,0,1
1844,corrosive,,,two,champions,,1,0,1
1845,tempeh,,,two,champions,,1,1,1
1846,combination,,,two,champions,,1,0,1
1847,barracks,,,two,champions,,1,0,1
1848,pedantry,,,two,champions,,1,0,1
1849,squadron,,,two,study,,1,0,1
1850,Promethean,,,two,champions,,1,0,1
1851,prima,,,two,champions,,1,0,1
1852,rialto,,,two,champions,,1,1,1
1853,olfactory,,,two,champions,,1,0,1
1854,courage,,,two,champions,,1,0,1
1855,rendition,,,two,champions,,1,0,1
1856,thoracic,,,two,champions,,1,2,1
1857,tympanum,,,two,champions,,1,3,1
1858,ronin,,,two,champions,,1,0,1
1859,cashier,,,two,champions,,1,0,1
1860,duopoly,,,two,champions,,1,0,1
1861,arithmetic,,,two,champions,,1,0,1
1862,hoity-toity,,,two,champions,,1,0,1
1863,cyanosis,,,two,champions,,1,0,1
1864,vegetarian,,,two,champions,,1,0,1
1865,reprisal,,,two,champions,,1,0,1
1866,vividly,,,two,study,,1,0,1
1867,circumscribe,,,two,champions,,1,0,1
1868,menagerie,,,two,champions,,1,0,1
1869,tachycardia,,,two,champions,,1,1,1
1870,Einstein,,,two,champions,,1,0,1
1871,diverge,,,two,champions,,1,0,1
1872,fervently,,,two,champions,,1,0,1
1873,besmirch,,,two,champions,,1,0,1
1874,cantankerous,,,two,champions,,1,0,1
1875,cistern,,,two,champions,,1,0,1
1876,firmament,,,two,champions,,1,0,1
1877,halogens,,,two,study,,1,0,1
1878,rhythmically,,,two,champions,,1,0,1
1879,matrimony,,,two,champions,,1,0,1
1880,dissolved,,,two,study,,1,0,1
1881,sudation,,,two,champions,,1,0,1
1882,derelict,,,two,champions,,1,0,1
1883,vignette,,,two,champions,,1,1,1
1884,mellifluous,,,two,champions,,1,2,1
1885,manumit,,,two,champions,,1,0,1
1886,bacteriolytic,,,two,champions,,1,0,1
1887,grievance,,,two,champions,,1,0,1
1888,monochrome,,,two,champions,,1,0,1
1889,nonvolatile,,,two,champions,,1,0,1
1890,idiosyncratic,,,two,champions,,1,1,1
1891,grandeur,,,two,champions,,1,0,1
1892,wildebeest,,,two,champions,,1,0,1
1893,angular,,,two,champions,,1,0,1
1894,blazer,,,two,study,,1,0,1
1895,anxiety,,,two,champions,,1,0,1
1896,compatriots,,,two,champions,,1,0,1
1897,calculator,,,two,champions,,1,0,1
1898,accident,,,two,study,,1,0,1
1899,voilà,voila,No preference,two,champions,,1,0,1
1900,frittata,,,two,champions,,1,1,1
1901,excision,,,two,champions,,1,0,1
1902,transference,,,two,champions,,1,0,1
1903,Appaloosa,,,two,champions,,1,0,1
1904,gosling,,,two,champions,,1,0,1
1905,tarantula,,,two,champions,,1,0,1
1906,arraign,,,two,champions,,1,2,1
1907,bubonic,,,two,champions,,1,0,1
1908,sardonic,,,two,champions,,1,0,1
1909,miscible,,,two,champions,,1,0,1
1910,police,,,two,study,,1,0,1
1911,leguminous,,,two,champions,,1,0,1
1912,unanimous,,,two,champions,,1,0,1
1913,pachinko,,,two,champions,,1,0,1
1914,tumultuous,,,two,study,,1,0,1
1915,yardang,,,two,champions,,1,1,1
1916,capacity,,,two,champions,,1,0,1
1917,thermos,,,two,champions,,1,0,1
1918,solar,,,two,study,,1,0,1
1919,bereavement,,,two,champions,,1,0,1
1920,elucidate,,,two,champions,,1,0,1
1921,laconic,,,two,champions,,1,0,1
1922,draconian,,,two,champions,,1,0,1
1923,glitterati,,,two,champions,,1,2,1
1924,calories,,,two,champions,,1,0,1
1925,mimetic,,,two,champions,,1,0,1
1926,Kelvin,,,two,champions,,1,0,1
1927,tyrannical,,,two,champions,,1,0,1
1928,torrent,,,two,champions,,1,0,1
1929,gamma,,,two,study,,1,0,1
1930,sacrifice,,,two,champions,,1,0,1
1931,trigonometry,,,two,champions,,1,0,1
1932,wily,,,two,study,,1,0,1
1933,tenaciously,,,two,champions,,1,0,1
1934,Patagonia,,,two,champions,,1,0,1
1935,pearlescent,,,two,champions,,1,0,1
1936,eruption,,,two,champions,,1,0,1
1937,quid,,,two,champions,,1,0,1
1938,retrocedence,,,two,champions,,1,1,1
1939,Antarctic,,,two,study,,1,0,1
1940,Jurassic,,,two,champions,,1,0,1
1941,ineffable,,,two,champions,,1,0,1
1942,dementia,,,two,champions,,1,1,1
1943,proportionate,,,two,study,,1,0,1
1944,anagrams,,,two,study,,1,1,1
1945,spasmodic,,,two,champions,,1,2,1
1946,scrimshaw,,,two,champions,,1,0,1
1947,ottoman,,,two,champions,,1,0,1
1948,imminent,,,two,champions,,1,1,1
1949,egress,,,two,champions,,1,0,1
1950,Formica,,,two,champions,,1,1,1
1951,assiduous,,,two,champions,,1,0,1
1952,vagabonds,,,two,champions,,1,0,1
1953,Belgium,,,two,champions,,1,0,1
1954,abrogate,,,two,champions,,1,0,1
1955,parameters,,,two,champions,,1,0,1
1956,salamanders,,,two,study,,1,0,1
1957,ecstatic,,,two,champions,,1,0,1
1958,abnegation,,,two,champions,,1,0,1
1959,flourish,,,two,champions,,1,0,1
1960,acquiesce,,,two,champions,,1,1,1
1961,pituitary,,,two,champions,,1,2,1
1962,prudence,,,two,study,,1,0,1
1963,notoriety,,,two,champions,,1,0,1
1964,mahogany,,,two,champions,,1,0,1
1965,flagon,,,two,champions,,1,0,1
1966,heptad,,,two,champions,,1,0,1
1967,Beefalo,,,two,champions,,1,1,1
1968,environs,,,two,champions,,1,0,1
1969,machination,,,two,champions,,1,0,1
1970,trebuchet,,,two,champions,,1,0,1
1971,dismal,,,two,champions,,1,0,1
1972,equinox,,,two,champions,,1,0,1
1973,recusancy,,,two,champions,,1,0,1
1974,deportment,,,two,study,,1,0,1
1975,macrobiotics,,,two,champions,,1,0,1
1976,ventricle,,,two,champions,,1,0,1
1977,variegated,,,two,champions,,1,0,1
1978,dolma,,,two,champions,,1,0,1
1979,legalese,,,two,champions,,1,1,1
1980,mandrill,,,two,champions,,1,2,1
1981,meridian,,,two,champions,,1,0,1
1982,starvation,,,two,study,,1,0,1
1983,figurative,,,two,champions,,1,0,1
1984,juxtapose,,,two,champions,,1,0,1
1985,prodigious,,,two,champions,,1,0,1
1986,stridency,,,two,champions,,1,0,1
1987,volary,volery,Alt,two,champions,,1,1,1
1988,factorial,,,two,champions,,1,0,1
1989,populace,,,two,champions,,1,2,1
1990,cicada,,,two,champions,,1,0,1
1991,surreptitious,,,two,champions,,1,0,1
1992,refrain,,,two,study,,1,0,1
1993,chimney,,,two,study,,1,0,1
1994,assumption,,,two,champions,,1,0,1
1995,encore,,,two,champions,,1,0,1
1996,Yorkshire,,,two,champions,,1,0,1
1997,mariposa,,,two,champions,,1,2,1
1998,consortium,,,two,champions,,1,1,1
1999,wilco,,,two,champions,,1,0,1
2000,squalid,,,two,champions,,1,2,1
2001,revulsive,,,two,champions,,1,0,1
2002,osprey,,,two,champions,,1,0,1
2003,reasonable,,,two,study,,1,0,1
2004,helium,,,two,study,,1,0,1
2005,masseuse,,,two,champions,,1,1,1
2006,paucity,,,two,champions,,1,2,1
2007,guerrilla,guerilla,Alt,two,study,,1,1,1
2008,fondant,,,two,champions,,1,0,1
2009,thrasonical,,,two,champions,,1,2,1
2010,oxygenate,,,two,champions,,1,0,1
