id,word,alt,bee,group,nTried,nMistakes,weight
1517,edamame,,two,champions,0,0,1
1518,porcelain,,two,champions,0,0,1
1519,deglaciation,,two,champions,0,0,1
1520,recruit,,two,champions,0,0,1
1521,tableau,,two,champions,0,0,1
1522,sheldrake,,two,champions,0,0,1
1523,suitable,,two,champions,0,0,1
1524,cenotaph,,two,champions,0,0,1
1525,Plumeria,,two,champions,0,0,1
1526,perpetrator,,two,champions,0,0,1
1527,cinematic,,two,champions,0,0,1
1528,wallaby,,two,champions,0,0,1
1529,contrivance,,two,champions,0,0,1
1530,suffrage,,two,champions,0,0,1
1531,thyme,,two,champions,0,0,1
1532,phlebotomy,,two,champions,0,0,1
1533,anemic,anaemic,two,champions,0,0,1
1534,depravity,,two,champions,0,0,1
1535,effervescent,,two,champions,0,0,1
1536,soirée,soiree,two,champions,0,0,1
1537,churros,,two,champions,0,0,1
1538,diadem,,two,champions,0,0,1
1539,larceny,,two,champions,0,0,1
1540,acetaminophen,,two,champions,0,0,1
1541,parochial,,two,champions,0,0,1
1542,earnestly,,two,champions,0,0,1
1543,gaffe,gaff,two,champions,0,0,1
1544,ostensibly,,two,champions,0,0,1
1545,nervily,,two,champions,0,0,1
1546,gingivitis,,two,champions,0,0,1
1547,patience,,two,champions,0,0,1
1548,quittance,,two,champions,0,0,1
1549,tenement,,two,champions,0,0,1
1550,soothsayer,,two,champions,0,0,1
1551,varicose,,two,champions,0,0,1
1552,adage,,two,champions,0,0,1
1553,cicada,,two,champions,0,0,1
1554,mauve,,two,champions,0,0,1
1555,emeritus,,two,champions,0,0,1
1556,suture,,two,champions,0,0,1
1557,obfuscate,,two,champions,0,0,1
1558,casualty,,two,champions,0,0,1
1559,perseverance,,two,champions,0,0,1
1560,apparatus,,two,champions,0,0,1
1561,myopic,,two,champions,0,0,1
1562,ebullience,,two,champions,0,0,1
1563,clairvoyance,,two,champions,0,0,1
1564,impetus,,two,champions,0,0,1
1565,affianced,,two,champions,0,0,1
1566,archaism,,two,champions,0,0,1
1567,commodious,,two,champions,0,0,1
1568,austere,,two,champions,0,0,1
1569,severance,,two,champions,0,0,1
1570,financier,,two,champions,0,0,1
1571,wildebeest,,two,champions,0,0,1
1572,asado,,two,champions,0,0,1
1573,limpa,,two,champions,0,0,1
1574,adolescence,,two,champions,0,0,1
1575,menagerie,,two,champions,0,0,1
1576,hallucinate,,two,champions,0,0,1
1577,opprobrious,,two,champions,0,0,1
1578,nocturnal,,two,champions,0,0,1
1579,redolent,,two,champions,0,0,1
1580,vendage,,two,champions,0,0,1
1581,entente,,two,champions,0,0,1
1582,boomslang,,two,champions,0,0,1
1583,circuitous,,two,champions,0,0,1
1584,veracity,,two,champions,0,0,1
1585,marionette,,two,champions,0,0,1
1586,Neapolitan,,two,champions,0,0,1
1587,chintzy,,two,champions,0,0,1
1588,genteel,,two,champions,0,0,1
1589,requisition,,two,champions,0,0,1
1590,stimuli,,two,champions,0,0,1
1591,schooner,,two,champions,0,0,1
1592,declamatory,,two,champions,0,0,1
1593,embryo,,two,champions,0,0,1
1594,languorous,,two,champions,0,0,1
1595,stevia,,two,champions,0,0,1
1596,phycology,,two,champions,0,0,1
1597,malaise,,two,champions,0,0,1
1598,staid,,two,champions,0,0,1
1599,acerbity,,two,champions,0,0,1
1600,inimical,,two,champions,0,0,1
1601,kaleidoscope,,two,champions,0,0,1
1602,gluttonous,,two,champions,0,0,1
1603,gypsum,,two,champions,0,0,1
1604,polypeptide,,two,champions,0,0,1
1605,wushu,,two,champions,0,0,1
1606,contradictory,,two,champions,0,0,1
1607,penitentiary,,two,champions,0,0,1
1608,umbrage,,two,champions,0,0,1
1609,crustaceans,,two,champions,0,0,1
1610,bubonic,,two,champions,0,0,1
1611,sartorial,,two,champions,0,0,1
1612,escarpment,,two,champions,0,0,1
1613,Celsius,,two,champions,0,0,1
1614,dialysis,,two,champions,0,0,1
1615,humidistat,,two,champions,0,0,1
1616,sardonic,,two,champions,0,0,1
1617,braille,,two,champions,0,0,1
1618,vignette,,two,champions,0,0,1
1619,adjudicate,,two,champions,0,0,1
1620,caricature,,two,champions,0,0,1
1621,emerald,,two,champions,0,0,1
1622,liege,,two,champions,0,0,1
1623,wilco,,two,champions,0,0,1
1624,germane,,two,champions,0,0,1
1625,bacteriolytic,,two,champions,0,0,1
1626,rhododendron,,two,champions,0,0,1
1627,ineptitude,,two,champions,0,0,1
1628,academese,,two,champions,0,0,1
1629,registrar,,two,champions,0,0,1
1630,alma-mater,,two,champions,0,0,1
1631,comedienne,,two,champions,0,0,1
1632,cutaneous,,two,champions,0,0,1
1633,gnarled,,two,champions,0,0,1
1634,hydroponic,,two,champions,0,0,1
1635,combustible,,two,champions,0,0,1
1636,factorial,,two,champions,0,0,1
1637,dolma,,two,champions,0,0,1
1638,sapphire,,two,champions,0,0,1
1639,prevenient,,two,champions,0,0,1
1640,Edenic,,two,champions,0,0,1
1641,tributary,,two,champions,0,0,1
1642,laudatory,,two,champions,0,0,1
1643,jitney,,two,champions,0,0,1
1644,wattage,,two,champions,0,0,1
1645,papillon,,two,champions,0,0,1
1646,vertigo,,two,champions,0,0,1
1647,accumulate,,two,champions,0,0,1
1648,deltoidal,,two,champions,0,0,1
1649,opulent,,two,champions,0,0,1
1650,paramecium,,two,champions,0,0,1
1651,monochrome,,two,champions,0,0,1
1652,facade,façade,two,champions,0,0,1
1653,evaporation,,two,champions,0,0,1
1654,bittern,,two,champions,0,0,1
1655,flotsam,,two,champions,0,0,1
1656,discombobulate,,two,champions,0,0,1
1657,scrutiny,,two,champions,0,0,1
1658,concatenate,,two,champions,0,0,1
1659,impeachable,,two,champions,0,0,1
1660,residue,,two,champions,0,0,1
1661,halibut,,two,champions,0,0,1
1662,spectrometer,,two,champions,0,0,1
1663,circadian,,two,champions,0,0,1
1664,servitude,,two,champions,0,0,1
1665,traverse,,two,champions,0,0,1
1666,tungsten,,two,champions,0,0,1
1667,vineyard,,two,champions,0,0,1
1668,interrogative,,two,champions,0,0,1
1669,scullery,,two,champions,0,0,1
1670,tiramisu,,two,champions,0,0,1
1671,exaggerate,,two,champions,0,0,1
1672,enoki,,two,champions,0,0,1
1673,profundity,,two,champions,0,0,1
1674,mantra,,two,champions,0,0,1
1675,escarole,,two,champions,0,0,1
1676,nanotechnology,,two,champions,0,0,1
1677,bureau,,two,champions,0,0,1
1678,burglarious,,two,champions,0,0,1
1679,cryptozoa,,two,champions,0,0,1
1680,preponderance,,two,champions,0,0,1
1681,bruxism,,two,champions,0,0,1
1682,psychoanalysis,,two,champions,0,0,1
1683,calendar,,two,champions,0,0,1
1684,reiterate,,two,champions,0,0,1
1685,remorseful,,two,champions,0,0,1
1686,cybernetics,,two,champions,0,0,1
1687,garniture,,two,champions,0,0,1
1688,twilight,,two,champions,0,0,1
1689,proletarian,,two,champions,0,0,1
1690,vantage,,two,champions,0,0,1
1691,discountenance,,two,champions,0,0,1
1692,stupefy,,two,champions,0,0,1
1693,irrevocable,,two,champions,0,0,1
1694,trellis,,two,champions,0,0,1
1695,juxtapose,,two,champions,0,0,1
1696,hydrangea,,two,champions,0,0,1
1697,slalom,,two,champions,0,0,1
1698,corollary,,two,champions,0,0,1
1699,étude,,two,champions,0,0,1
1700,cranium,,two,champions,0,0,1
1701,equivalent,,two,champions,0,0,1
1702,portentous,,two,champions,0,0,1
1703,nepotism,,two,champions,0,0,1
1704,truffle,,two,champions,0,0,1
1705,varicella,,two,champions,0,0,1
1706,tonsillitis,,two,champions,0,0,1
1707,thoracic,,two,champions,0,0,1
1708,proviso,,two,champions,0,0,1
1709,netiquette,,two,champions,0,0,1
1710,paucity,,two,champions,0,0,1
1711,doldrums,,two,champions,0,0,1
1712,slumgullion,,two,champions,0,0,1
1713,valedictorian,,two,champions,0,0,1
1714,auspices,,two,champions,0,0,1
1715,elaborative,,two,champions,0,0,1
1716,proprietary,,two,champions,0,0,1
1717,adieu,,two,champions,0,0,1
1718,tenaciously,,two,champions,0,0,1
1719,indemnity,,two,champions,0,0,1
1720,cyanosis,,two,champions,0,0,1
1721,regurgitate,,two,champions,0,0,1
1722,stegosaur,,two,champions,0,0,1
1723,statuesque,,two,champions,0,0,1
1724,nectarine,,two,champions,0,0,1
1725,galvanize,,two,champions,0,0,1
1726,agonistic,,two,champions,0,0,1
1727,rosin,,two,champions,0,0,1
1728,burial,,two,champions,0,0,1
1729,bulwark,,two,champions,0,0,1
1730,iridescent,,two,champions,0,0,1
1731,quince,,two,champions,0,0,1
1732,cyclone,,two,champions,0,0,1
1733,usurper,,two,champions,0,0,1
1734,phraseology,,two,champions,0,0,1
1735,caramel,,two,champions,0,0,1
1736,pecuniary,,two,champions,0,0,1
1737,cornea,,two,champions,0,0,1
1738,resilience,,two,champions,0,0,1
1739,apiary,,two,champions,0,0,1
1740,ronin,,two,champions,0,0,1
1741,tropical,,two,champions,0,0,1
1742,pontiff,,two,champions,0,0,1
1743,omniscient,,two,champions,0,0,1
1744,capacity,,two,champions,0,0,1
1745,sewage,,two,champions,0,0,1
1746,epoxy,,two,champions,0,0,1
1747,discreetly,,two,champions,0,0,1
1748,sieve,,two,champions,0,0,1
1749,trounce,,two,champions,0,0,1
1750,hydrophobia,,two,champions,0,0,1
1751,nascent,naissant,two,champions,0,0,1
1752,ingot,,two,champions,0,0,1
1753,nubuck,,two,champions,0,0,1
1754,jocularity,,two,champions,0,0,1
1755,unfurl,,two,champions,0,0,1
1756,calculator,,two,champions,0,0,1
1757,corduroy,,two,champions,0,0,1
1758,encore,,two,champions,0,0,1
1759,hollyhock,,two,champions,0,0,1
1760,qualms,,two,champions,0,0,1
1761,mosaic,,two,champions,0,0,1
1762,centipede,,two,champions,0,0,1
1763,attendee,,two,champions,0,0,1
1764,nomenclature,,two,champions,0,0,1
1765,botany,,two,champions,0,0,1
1766,Holocaust,,two,champions,0,0,1
1767,augment,,two,champions,0,0,1
1768,acoustic,,two,champions,0,0,1
1769,eruption,,two,champions,0,0,1
1770,auburn,,two,champions,0,0,1
1771,virtually,,two,champions,0,0,1
1772,glissando,,two,champions,0,0,1
1773,stomach,,two,champions,0,0,1
1774,demonstrative,,two,champions,0,0,1
1775,megalomaniac,,two,champions,0,0,1
1776,posse,,two,champions,0,0,1
1777,declension,,two,champions,0,0,1
1778,berserk,,two,champions,0,0,1
1779,cathedral,,two,champions,0,0,1
1780,deciduous,,two,champions,0,0,1
1781,baleen,,two,champions,0,0,1
1782,Einstein,,two,champions,0,0,1
1783,municipal,,two,champions,0,0,1
1784,adversaria,,two,champions,0,0,1
1785,turbinado,,two,champions,0,0,1
1786,brethren,,two,champions,0,0,1
1787,tympanum,,two,champions,0,0,1
1788,fisticuffs,,two,champions,0,0,1
1789,propinquity,,two,champions,0,0,1
1790,epidermis,,two,champions,0,0,1
1791,carriage,,two,champions,0,0,1
1792,abstemious,,two,champions,0,0,1
1793,echinoderm,,two,champions,0,0,1
1794,optimum,,two,champions,0,0,1
1795,pathogen,,two,champions,0,0,1
1796,acrostic,,two,champions,0,0,1
1797,anthropology,,two,champions,0,0,1
1798,cruciferous,,two,champions,0,0,1
1799,macchiato,,two,champions,0,0,1
1800,ancillary,,two,champions,0,0,1
1801,toile,,two,champions,0,0,1
1802,plaudits,,two,champions,0,0,1
1803,serenade,,two,champions,0,0,1
1804,heptad,,two,champions,0,0,1
1805,engineer,,two,champions,0,0,1
1806,pilcrow,,two,champions,0,0,1
1807,porosity,,two,champions,0,0,1
1808,tandoori,,two,champions,0,0,1
1809,succumb,,two,champions,0,0,1
1810,fervently,,two,champions,0,0,1
1811,divestiture,,two,champions,0,0,1
1812,roseola,,two,champions,0,0,1
1813,installation,,two,champions,0,0,1
1814,harbinger,,two,champions,0,0,1
1815,raptatorial,,two,champions,0,0,1
1816,sobriety,,two,champions,0,0,1
1817,manumit,,two,champions,0,0,1
1818,dentifrice,,two,champions,0,0,1
1819,collegiality,,two,champions,0,0,1
1820,inclement,,two,champions,0,0,1
1821,celery,,two,champions,0,0,1
1822,idiosyncratic,,two,champions,0,0,1
1823,burgoo,,two,champions,0,0,1
1824,occupancy,,two,champions,0,0,1
1825,coriander,,two,champions,0,0,1
1826,amnesty,,two,champions,0,0,1
1827,condensation,,two,champions,0,0,1
1828,aqueduct,,two,champions,0,0,1
1829,ferret,,two,champions,0,0,1
1830,widdershins,,two,champions,0,0,1
1831,hostile,,two,champions,0,0,1
1832,subsequent,,two,champions,0,0,1
1833,whet,,two,champions,0,0,1
1834,blatant,,two,champions,0,0,1
1835,pyramid,,two,champions,0,0,1
1836,terminus,,two,champions,0,0,1
1837,agitation,,two,champions,0,0,1
1838,tremulous,,two,champions,0,0,1
1839,scythe,,two,champions,0,0,1
1840,duplicitous,,two,champions,0,0,1
1841,protectorate,,two,champions,0,0,1
1842,placards,,two,champions,0,0,1
1843,corral,,two,champions,0,0,1
1844,credulity,,two,champions,0,0,1
1845,dissonance,,two,champions,0,0,1
1846,shoji,,two,champions,0,0,1
1847,auditorium,,two,champions,0,0,1
1848,reconcilable,,two,champions,0,0,1
1849,evaluate,,two,champions,0,0,1
1850,mastodon,,two,champions,0,0,1
1851,denticulate,,two,champions,0,0,1
1852,supplicate,,two,champions,0,0,1
1853,torsion,,two,champions,0,0,1
1854,justiciable,,two,champions,0,0,1
1855,vernal,,two,champions,0,0,1
1856,aardvark,,two,champions,0,0,1
1857,census,,two,champions,0,0,1
1858,stagflation,,two,champions,0,0,1
1859,brontophobia,,two,champions,0,0,1
1860,macrobiotics,,two,champions,0,0,1
1861,glareous,,two,champions,0,0,1
1862,rejuvenate,,two,champions,0,0,1
1863,tubular,,two,champions,0,0,1
1864,dodecahedron,,two,champions,0,0,1
1865,rictus,,two,champions,0,0,1
1866,vengeance,,two,champions,0,0,1
1867,modular,,two,champions,0,0,1
1868,kleptocrat,,two,champions,0,0,1
1869,neuropathy,,two,champions,0,0,1
1870,surrealist,,two,champions,0,0,1
1871,secession,,two,champions,0,0,1
1872,digression,,two,champions,0,0,1
1873,intricate,,two,champions,0,0,1
1874,annotate,,two,champions,0,0,1
1875,vehemence,,two,champions,0,0,1
1876,fervorous,,two,champions,0,0,1
1877,septennial,,two,champions,0,0,1
1878,hypotenuse,,two,champions,0,0,1
1879,emancipatory,,two,champions,0,0,1
1880,supine,,two,champions,0,0,1
1881,fracas,,two,champions,0,0,1
1882,disrepair,,two,champions,0,0,1
1883,photogenic,,two,champions,0,0,1
1884,rehearsal,,two,champions,0,0,1
1885,irritability,,two,champions,0,0,1
1886,vainglorious,,two,champions,0,0,1
1887,ataxia,,two,champions,0,0,1
1888,pageantry,,two,champions,0,0,1
1889,vinegar,,two,champions,0,0,1
1890,fiduciary,,two,champions,0,0,1
1891,emulsify,,two,champions,0,0,1
1892,lorikeet,,two,champions,0,0,1
1893,malfeasance,,two,champions,0,0,1
1894,sequential,,two,champions,0,0,1
1895,intersperse,,two,champions,0,0,1
1896,numerology,,two,champions,0,0,1
1897,Paleozoic,,two,champions,0,0,1
1898,funnel,,two,champions,0,0,1
1899,syndicate,,two,champions,0,0,1
1900,chrysalis,,two,champions,0,0,1
1901,bethesda,,two,champions,0,0,1
1902,cartilage,,two,champions,0,0,1
1903,coeval,,two,champions,0,0,1
1904,curio,,two,champions,0,0,1
1905,ombudsman,,two,champions,0,0,1
1906,hydrant,,two,champions,0,0,1
1907,zeppelin,,two,champions,0,0,1
1908,superficiality,,two,champions,0,0,1
1909,marooned,,two,champions,0,0,1
1910,volary,volery,two,champions,0,0,1
1911,follicle,,two,champions,0,0,1
1912,brochure,,two,champions,0,0,1
1913,grotesqueness,,two,champions,0,0,1
1914,privatim,,two,champions,0,0,1
1915,eradicate,,two,champions,0,0,1
1916,krypton,,two,champions,0,0,1
1917,ethanol,,two,champions,0,0,1
1918,quadriceps,,two,champions,0,0,1
1919,tachycardia,,two,champions,0,0,1
1920,triceratops,,two,champions,0,0,1
1921,sandal,,two,champions,0,0,1
1922,pashmina,,two,champions,0,0,1
1923,utilitarian,,two,champions,0,0,1
1924,millivolt,,two,champions,0,0,1
1925,herringbone,,two,champions,0,0,1
1926,orchestra,,two,champions,0,0,1
1927,phlox,,two,champions,0,0,1
1928,tractability,,two,champions,0,0,1
1929,montage,,two,champions,0,0,1
1930,compendium,,two,champions,0,0,1
1931,unmoored,,two,champions,0,0,1
1932,yardang,,two,champions,0,0,1
1933,fluctuation,,two,champions,0,0,1
1934,flabbergast,,two,champions,0,0,1
1935,accolade,,two,champions,0,0,1
1936,connivery,,two,champions,0,0,1
1937,impresario,,two,champions,0,0,1
1938,bruschetta,,two,champions,0,0,1
1939,dictum,,two,champions,0,0,1
1940,premonition,,two,champions,0,0,1
1941,stereotypical,,two,champions,0,0,1
1942,bergamot,,two,champions,0,0,1
1943,telepathic,,two,champions,0,0,1
1944,banquet,,two,champions,0,0,1
1945,upbraid,,two,champions,0,0,1
1946,pancreas,,two,champions,0,0,1
1947,expunge,,two,champions,0,0,1
1948,maize,,two,champions,0,0,1
1949,metastasize,,two,champions,0,0,1
1950,quintessential,,two,champions,0,0,1
1951,pollutant,,two,champions,0,0,1
1952,brouhaha,,two,champions,0,0,1
1953,pedantry,,two,champions,0,0,1
1954,performance,,two,champions,0,0,1
1955,equivocate,,two,champions,0,0,1
1956,fission,,two,champions,0,0,1
1957,boondoggle,,two,champions,0,0,1
1958,phylum,,two,champions,0,0,1
1959,hypochondria,,two,champions,0,0,1
1960,obstetrician,,two,champions,0,0,1
1961,replete,,two,champions,0,0,1
1962,raucous,,two,champions,0,0,1
1963,Brandywine,,two,champions,0,0,1
1964,surreptitious,,two,champions,0,0,1
1965,surplus,,two,champions,0,0,1
1966,impediment,,two,champions,0,0,1
1967,revenant,,two,champions,0,0,1
1968,topgallant,,two,champions,0,0,1
1969,clandestine,,two,champions,0,0,1
1970,genealogical,,two,champions,0,0,1
1971,pomposity,,two,champions,0,0,1
1972,neonatology,,two,champions,0,0,1
1973,pituitary,,two,champions,0,0,1
1974,fleetness,,two,champions,0,0,1
1975,anonymity,,two,champions,0,0,1
1976,carcinogenic,,two,champions,0,0,1
1977,detritus,,two,champions,0,0,1
1978,anorak,,two,champions,0,0,1
1979,enviable,,two,champions,0,0,1
1980,extrapolate,,two,champions,0,0,1
1981,extinguish,,two,champions,0,0,1
1982,pilaster,,two,champions,0,0,1
1983,perceptible,,two,champions,0,0,1
1984,dystopia,,two,champions,0,0,1
1985,muesli,,two,champions,0,0,1
1986,crux,,two,champions,0,0,1
1987,wordmonger,,two,champions,0,0,1
1988,wobbulator,,two,champions,0,0,1
1989,mahogany,,two,champions,0,0,1
1990,moribund,,two,champions,0,0,1
1991,recriminatory,,two,champions,0,0,1
1992,subaqueous,,two,champions,0,0,1
1993,recusancy,,two,champions,0,0,1
1994,retrocedence,,two,champions,0,0,1
1995,cauterize,,two,champions,0,0,1
1996,immolate,,two,champions,0,0,1
1997,résumé,,two,champions,0,0,1
1998,extensive,,two,champions,0,0,1
1999,transcend,,two,champions,0,0,1
2000,freneticism,,two,champions,0,0,1
2001,merino,,two,champions,0,0,1
2002,pestilence,,two,champions,0,0,1
2003,mordant,,two,champions,0,0,1
2004,posthumous,,two,champions,0,0,1
2005,QWERTY,,two,champions,0,0,1
2006,foosball,,two,champions,0,0,1
2007,accentuate,,two,champions,0,0,1
2008,ascension,,two,champions,0,0,1
2009,venue,,two,champions,0,0,1
2010,microfiche,,two,champions,0,0,1
2011,quadrilateral,,two,champions,0,0,1
2012,turpentine,,two,champions,0,0,1
2013,cellophane,,two,champions,0,0,1
2014,indulgent,,two,champions,0,0,1
2015,occipital,,two,champions,0,0,1
2016,predicament,,two,champions,0,0,1
2017,provincial,,two,champions,0,0,1
2018,antithesis,,two,champions,0,0,1
2019,gouge,,two,champions,0,0,1
2020,salivate,,two,champions,0,0,1
2021,laity,,two,champions,0,0,1
2022,indolent,,two,champions,0,0,1
2023,documentary,,two,champions,0,0,1
2024,bromide,,two,champions,0,0,1
2025,algae,,two,champions,0,0,1
2026,reminiscent,,two,champions,0,0,1
2027,menial,,two,champions,0,0,1
2028,Moroccan,,two,champions,0,0,1
2029,clearance,,two,champions,0,0,1
2030,assure,,two,champions,0,0,1
2031,compatriots,,two,champions,0,0,1
2032,liaise,,two,champions,0,0,1
2033,quotidian,,two,champions,0,0,1
2034,matriculation,,two,champions,0,0,1
2035,revulsive,,two,champions,0,0,1
2036,gaucho,,two,champions,0,0,1
2037,capsule,,two,champions,0,0,1
2038,tragedian,,two,champions,0,0,1
2039,fajitas,,two,champions,0,0,1
2040,felonious,,two,champions,0,0,1
2041,palatial,,two,champions,0,0,1
2042,Mecca,,two,champions,0,0,1
2043,albeit,,two,champions,0,0,1
2044,vermicide,,two,champions,0,0,1
2045,echelon,,two,champions,0,0,1
2046,supremacy,,two,champions,0,0,1
2047,clowder,,two,champions,0,0,1
2048,occultation,,two,champions,0,0,1
2049,Chihuahua,,two,champions,0,0,1
2050,promontory,,two,champions,0,0,1
2051,shar-pei,,two,champions,0,0,1
2052,narcoleptic,,two,champions,0,0,1
2053,efface,,two,champions,0,0,1
2054,sycophant,,two,champions,0,0,1
2055,bellwether,,two,champions,0,0,1
2056,clarinet,,two,champions,0,0,1
2057,capillary,,two,champions,0,0,1
2058,disposition,,two,champions,0,0,1
2059,remonstrance,,two,champions,0,0,1
2060,smithereens,,two,champions,0,0,1
2061,curator,,two,champions,0,0,1
2062,judicious,,two,champions,0,0,1
2063,vice-versa,,two,champions,0,0,1
2064,exercise,,two,champions,0,0,1
2065,civet,,two,champions,0,0,1
2066,pancetta,,two,champions,0,0,1
2067,waiver,,two,champions,0,0,1
2068,decennial,,two,champions,0,0,1
2069,dynamite,,two,champions,0,0,1
2070,Gemini,,two,champions,0,0,1
2071,retinol,,two,champions,0,0,1
2072,corpulent,,two,champions,0,0,1
2073,potpourri,,two,champions,0,0,1
2074,pallor,,two,champions,0,0,1
2075,Yorkshire,,two,champions,0,0,1
2076,Belgravia,,two,champions,0,0,1
2077,casserole,,two,champions,0,0,1
2078,semester,,two,champions,0,0,1
2079,sacrament,,two,champions,0,0,1
2080,terra-cotta,,two,champions,0,0,1
2081,moratorium,,two,champions,0,0,1
2082,cognizant,cognisant,two,champions,0,0,1
2083,languish,,two,champions,0,0,1
2084,protuberant,,two,champions,0,0,1
2085,chortle,,two,champions,0,0,1
2086,unscathed,,two,champions,0,0,1
2087,raclette,,two,champions,0,0,1
2088,superstitious,,two,champions,0,0,1
2089,mawkish,,two,champions,0,0,1
2090,flambé,,two,champions,0,0,1
2091,patronymic,,two,champions,0,0,1
2092,odometer,,two,champions,0,0,1
2093,uvula,,two,champions,0,0,1
2094,enumerated,,two,champions,0,0,1
2095,desertification,,two,champions,0,0,1
2096,quirky,,two,champions,0,0,1
2097,arraign,,two,champions,0,0,1
2098,elegant,,two,champions,0,0,1
2099,minacious,,two,champions,0,0,1
2100,vindictive,,two,champions,0,0,1
2101,implacable,,two,champions,0,0,1
2102,logarithmic,,two,champions,0,0,1
2103,regicide,,two,champions,0,0,1
2104,hubris,,two,champions,0,0,1
2105,hibernaculum,,two,champions,0,0,1
2106,bandicoot,,two,champions,0,0,1
2107,malinger,,two,champions,0,0,1
2108,parliamentary,,two,champions,0,0,1
2109,rebarbative,,two,champions,0,0,1
2110,olympiad,,two,champions,0,0,1
2111,crocodile,,two,champions,0,0,1
2112,venerable,,two,champions,0,0,1
2113,chemise,,two,champions,0,0,1
2114,campanology,,two,champions,0,0,1
2115,persuasible,,two,champions,0,0,1
2116,desultorily,,two,champions,0,0,1
2117,papyrus,,two,champions,0,0,1
2118,El,,two,champions,0,0,1
2119,Niño,,two,champions,0,0,1
2120,anchorage,,two,champions,0,0,1
2121,conundrum,,two,champions,0,0,1
2122,debilitate,,two,champions,0,0,1
2123,mittimus,,two,champions,0,0,1
2124,mellifluous,,two,champions,0,0,1
2125,clemency,,two,champions,0,0,1
2126,backgammon,,two,champions,0,0,1
2127,intuitable,,two,champions,0,0,1
2128,divvy,,two,champions,0,0,1
2129,fatuously,,two,champions,0,0,1
2130,fraudulent,,two,champions,0,0,1
2131,necessity,,two,champions,0,0,1
2132,piety,,two,champions,0,0,1
2133,veritable,,two,champions,0,0,1
2134,sashay,,two,champions,0,0,1
2135,sciatica,,two,champions,0,0,1
2136,discomfiture,,two,champions,0,0,1
2137,emphysema,,two,champions,0,0,1
2138,stridency,,two,champions,0,0,1
2139,acetone,,two,champions,0,0,1
2140,cerebellum,,two,champions,0,0,1
2141,pantomime,,two,champions,0,0,1
2142,prima-donna,,two,champions,0,0,1
2143,praxis,,two,champions,0,0,1
2144,Tinseltown,,two,champions,0,0,1
2145,sorrel,,two,champions,0,0,1
2146,McCoy,,two,champions,0,0,1
2147,histrionics,,two,champions,0,0,1
2148,cashier,,two,champions,0,0,1
2149,polysemy,,two,champions,0,0,1
2150,stampede,,two,champions,0,0,1
2151,forfeit,,two,champions,0,0,1
2152,armadillo,,two,champions,0,0,1
2153,overweening,,two,champions,0,0,1
2154,sacrosanct,,two,champions,0,0,1
2155,syringe,,two,champions,0,0,1
2156,eclipse,,two,champions,0,0,1
2157,espadrille,,two,champions,0,0,1
2158,corgi,,two,champions,0,0,1
2159,caffeine,,two,champions,0,0,1
2160,panacea,,two,champions,0,0,1
2161,cabaret,,two,champions,0,0,1
2162,froufrou,,two,champions,0,0,1
2163,eschew,,two,champions,0,0,1
2164,ventricle,,two,champions,0,0,1
2165,inducement,,two,champions,0,0,1
2166,vanguard,,two,champions,0,0,1
2167,portrait,,two,champions,0,0,1
2168,tepidity,,two,champions,0,0,1
2169,meridian,,two,champions,0,0,1
2170,spontaneity,,two,champions,0,0,1
2171,platinum,,two,champions,0,0,1
2172,nonnegotiable,,two,champions,0,0,1
2173,disparate,,two,champions,0,0,1
2174,artifice,,two,champions,0,0,1
2175,cymbals,,two,champions,0,0,1
2176,nucleated,,two,champions,0,0,1
2177,exorbitant,,two,champions,0,0,1
2178,reparations,,two,champions,0,0,1
2179,constabulary,,two,champions,0,0,1
2180,speculate,,two,champions,0,0,1
2181,stratosphere,,two,champions,0,0,1
2182,noxious,,two,champions,0,0,1
2183,arbitrary,,two,champions,0,0,1
2184,quasar,,two,champions,0,0,1
2185,Podunk,,two,champions,0,0,1
2186,seize,,two,champions,0,0,1
2187,pathos,,two,champions,0,0,1
2188,equinox,,two,champions,0,0,1
2189,prosperous,,two,champions,0,0,1
2190,sclerosis,,two,champions,0,0,1
2191,ablaut,,two,champions,0,0,1
2192,anabolic,,two,champions,0,0,1
2193,jimberjawed,,two,champions,0,0,1
2194,toilsome,,two,champions,0,0,1
2195,tempestuous,,two,champions,0,0,1
2196,univocal,,two,champions,0,0,1
2197,avarice,,two,champions,0,0,1
2198,bouclé,boucle,two,champions,0,0,1
2199,thoroughbred,,two,champions,0,0,1
2200,potassium,,two,champions,0,0,1
2201,peculate,,two,champions,0,0,1
2202,treatise,,two,champions,0,0,1
2203,undergird,,two,champions,0,0,1
2204,oompah,,two,champions,0,0,1
2205,adulation,,two,champions,0,0,1
2206,minutia,,two,champions,0,0,1
2207,anticipatory,,two,champions,0,0,1
2208,chinook,,two,champions,0,0,1
2209,indigent,,two,champions,0,0,1
2210,merganser,,two,champions,0,0,1
2211,sternum,,two,champions,0,0,1
2212,par-excellence,,two,champions,0,0,1
2213,thwartwise,,two,champions,0,0,1
2214,tae-kwon-do,,two,champions,0,0,1
2215,fenestrated,,two,champions,0,0,1
2216,lugubrious,,two,champions,0,0,1
2217,isosceles,,two,champions,0,0,1
2218,hoity-toity,,two,champions,0,0,1
2219,Mesopotamian,,two,champions,0,0,1
2220,Muzak,,two,champions,0,0,1
2221,vicinity,,two,champions,0,0,1
2222,merely,,two,champions,0,0,1
