word,level,group
allargando,INTERMEDIATE,Regional
alogism,INTERMEDIATE,Regional
amative,INTERMEDIATE,Regional
animus,INTERMEDIATE,Regional
anticlimax,INTERMEDIATE,Regional
antiphrasis,INTERMEDIATE,Regional
antipodes,INTERMEDIATE,Regional
apologetic,INTERMEDIATE,Regional
apothem,INTERMEDIATE,Regional
apotheosis,INTERMEDIATE,Regional
appestat,INTERMEDIATE,Regional
archimage,INTERMEDIATE,Regional
asiago,INTERMEDIATE,Regional
astrobleme,INTERMEDIATE,Regional
audacity,INTERMEDIATE,Regional
auxanogram,INTERMEDIATE,Regional
bacteriology,INTERMEDIATE,Regional
bacteriolytic,INTERMEDIATE,Regional
banjorine,INTERMEDIATE,Regional
baryon,INTERMEDIATE,Regional
biauriculate,INTERMEDIATE,Regional
bicephalous,INTERMEDIATE,Regional
bisagre,INTERMEDIATE,Regional
blastema,INTERMEDIATE,Regional
Bloomsbury,INTERMEDIATE,Regional
bocca,INTERMEDIATE,Regional
borealization,INTERMEDIATE,Regional
bozzetto,INTERMEDIATE,Regional
braillist,INTERMEDIATE,Regional
Briton,INTERMEDIATE,Regional
brocard,INTERMEDIATE,Regional
bulse,INTERMEDIATE,Regional
buran,INTERMEDIATE,Regional
calumny,INTERMEDIATE,Regional
canapé,INTERMEDIATE,Regional
caponata,INTERMEDIATE,Regional
carbuncle,INTERMEDIATE,Regional
carcinomatous,INTERMEDIATE,Regional
carrosserie,INTERMEDIATE,Regional
catoptromancy,INTERMEDIATE,Regional
celeriac,INTERMEDIATE,Regional
celestialize,INTERMEDIATE,Regional
chapeau,INTERMEDIATE,Regional
charisma,INTERMEDIATE,Regional
chartreuse,INTERMEDIATE,Regional
chaudfroid,INTERMEDIATE,Regional
chevon,INTERMEDIATE,Regional
chilblain,INTERMEDIATE,Regional
chloasma,INTERMEDIATE,Regional
chlorine,INTERMEDIATE,Regional
chlorpyrifos,INTERMEDIATE,Regional
chronicler,INTERMEDIATE,Regional
chrysalis,INTERMEDIATE,Regional
chthonic,INTERMEDIATE,Regional
circuitous,INTERMEDIATE,Regional
classicist,INTERMEDIATE,Regional
clozapine,INTERMEDIATE,Regional
coeval,INTERMEDIATE,Regional
commissary,INTERMEDIATE,Regional
concomitance,INTERMEDIATE,Regional
conjunctivitis,INTERMEDIATE,Regional
constituency,INTERMEDIATE,Regional
convalescent,INTERMEDIATE,Regional
conveyance,INTERMEDIATE,Regional
convivially,INTERMEDIATE,Regional
copious,INTERMEDIATE,Regional
corgi,INTERMEDIATE,Regional
coriander,INTERMEDIATE,Regional
cornice,INTERMEDIATE,Regional
corsair,INTERMEDIATE,Regional
cortisone,INTERMEDIATE,Regional
countenance,INTERMEDIATE,Regional
crebrity,INTERMEDIATE,Regional
crepitant,INTERMEDIATE,Regional
cribbage,INTERMEDIATE,Regional
crotalic,INTERMEDIATE,Regional
cuisine,INTERMEDIATE,Regional
culinary,INTERMEDIATE,Regional
culturati,INTERMEDIATE,Regional
cumulative,INTERMEDIATE,Regional
cyanide,INTERMEDIATE,Regional
cylindrical,INTERMEDIATE,Regional
dandiacal,INTERMEDIATE,Regional
debutante,INTERMEDIATE,Regional
decadent,INTERMEDIATE,Regional
decibel,INTERMEDIATE,Regional
deciduous,INTERMEDIATE,Regional
declivitous,INTERMEDIATE,Regional
decorous,INTERMEDIATE,Regional
decoupage,INTERMEDIATE,Regional
deducibility,INTERMEDIATE,Regional
dehiscence,INTERMEDIATE,Regional
delectable,INTERMEDIATE,Regional
deliriously,INTERMEDIATE,Regional
delirium,INTERMEDIATE,Regional
delphinium,INTERMEDIATE,Regional
deluge,INTERMEDIATE,Regional
demoiselle,INTERMEDIATE,Regional
demure,INTERMEDIATE,Regional
derelict,INTERMEDIATE,Regional
detrimental,INTERMEDIATE,Regional
dialysis,INTERMEDIATE,Regional
dido,INTERMEDIATE,Regional
diffidence,INTERMEDIATE,Regional
diminutive,INTERMEDIATE,Regional
disparage,INTERMEDIATE,Regional
dissonant,INTERMEDIATE,Regional
distinguo,INTERMEDIATE,Regional
divergent,INTERMEDIATE,Regional
docility,INTERMEDIATE,Regional
donzella,INTERMEDIATE,Regional
dormancy,INTERMEDIATE,Regional
doxology,INTERMEDIATE,Regional
dragoman,INTERMEDIATE,Regional
drisheen,INTERMEDIATE,Regional
dromomania,INTERMEDIATE,Regional
dyscalculia,INTERMEDIATE,Regional
ecdysis,INTERMEDIATE,Regional
ecdysone,INTERMEDIATE,Regional
ecesis,INTERMEDIATE,Regional
echelon,INTERMEDIATE,Regional
effigial,INTERMEDIATE,Regional
effluvium,INTERMEDIATE,Regional
egomaniacal,INTERMEDIATE,Regional
emancipatory,INTERMEDIATE,Regional
entotic,INTERMEDIATE,Regional
epulation,INTERMEDIATE,Regional
errhine,INTERMEDIATE,Regional
estragon,INTERMEDIATE,Regional
expatiation,INTERMEDIATE,Regional
faiblesse,INTERMEDIATE,Regional
famulus,INTERMEDIATE,Regional
fastuous,INTERMEDIATE,Regional
filmography,INTERMEDIATE,Regional
Finlandization,INTERMEDIATE,Regional
flexibility,INTERMEDIATE,Regional
floribunda,INTERMEDIATE,Regional
florisugent,INTERMEDIATE,Regional
foliageous,INTERMEDIATE,Regional
fondant,INTERMEDIATE,Regional
forfeiture,INTERMEDIATE,Regional
franglais,INTERMEDIATE,Regional
frippery,INTERMEDIATE,Regional
geniculate,INTERMEDIATE,Regional
geochrony,INTERMEDIATE,Regional
geognosy,INTERMEDIATE,Regional
gerenuk,INTERMEDIATE,Regional
gibbous,INTERMEDIATE,Regional
girandole,INTERMEDIATE,Regional
gnathothorax,INTERMEDIATE,Regional
gonfalonier,INTERMEDIATE,Regional
grivoiserie,INTERMEDIATE,Regional
groceteria,INTERMEDIATE,Regional
gudgeon,INTERMEDIATE,Regional
gulosity,INTERMEDIATE,Regional
haptic,INTERMEDIATE,Regional
Hennebique,INTERMEDIATE,Regional
henotheism,INTERMEDIATE,Regional
hesychastic,INTERMEDIATE,Regional
hiemal,INTERMEDIATE,Regional
Holarctic,INTERMEDIATE,Regional
holophrastic,INTERMEDIATE,Regional
holoplankton,INTERMEDIATE,Regional
huckaback,INTERMEDIATE,Regional
hypotrophy,INTERMEDIATE,Regional
impeachment,INTERMEDIATE,Regional
impetus,INTERMEDIATE,Regional
imprecatory,INTERMEDIATE,Regional
imputrescible,INTERMEDIATE,Regional
instauration,INTERMEDIATE,Regional
insular,INTERMEDIATE,Regional
iridescence,INTERMEDIATE,Regional
irremeable,INTERMEDIATE,Regional
iscariotic,INTERMEDIATE,Regional
isothere,INTERMEDIATE,Regional
izar,INTERMEDIATE,Regional
jacquerie,INTERMEDIATE,Regional
jactance,INTERMEDIATE,Regional
javelin,INTERMEDIATE,Regional
kemancha,INTERMEDIATE,Regional
lampistry,INTERMEDIATE,Regional
Lancashire,INTERMEDIATE,Regional
landau,INTERMEDIATE,Regional
lapidarian,INTERMEDIATE,Regional
latency,INTERMEDIATE,Regional
lebkuchen,INTERMEDIATE,Regional
lecithin,INTERMEDIATE,Regional
lectionary,INTERMEDIATE,Regional
legitimately,INTERMEDIATE,Regional
lexicon,INTERMEDIATE,Regional
lexigraphy,INTERMEDIATE,Regional
lidar,INTERMEDIATE,Regional
ligature,INTERMEDIATE,Regional
limitrophe,INTERMEDIATE,Regional
liniment,INTERMEDIATE,Regional
liquefacient,INTERMEDIATE,Regional
liturgical,INTERMEDIATE,Regional
lixiviation,INTERMEDIATE,Regional
loathe,INTERMEDIATE,Regional
logomachy,INTERMEDIATE,Regional
lorica,INTERMEDIATE,Regional
Luddite,INTERMEDIATE,Regional
lycopene,INTERMEDIATE,Regional
lyssa,INTERMEDIATE,Regional
magnesium,INTERMEDIATE,Regional
malloseismic,INTERMEDIATE,Regional
manciple,INTERMEDIATE,Regional
manducatory,INTERMEDIATE,Regional
matelote,INTERMEDIATE,Regional
matutinal,INTERMEDIATE,Regional
mellophone,INTERMEDIATE,Regional
meloplasty,INTERMEDIATE,Regional
meridional,INTERMEDIATE,Regional
merotomize,INTERMEDIATE,Regional
mesophryon,INTERMEDIATE,Regional
metagnomy,INTERMEDIATE,Regional
milchig,INTERMEDIATE,Regional
mirador,INTERMEDIATE,Regional
monadnock,INTERMEDIATE,Regional
monoceros,INTERMEDIATE,Regional
monomaniacal,INTERMEDIATE,Regional
monstrance,INTERMEDIATE,Regional
moquette,INTERMEDIATE,Regional
mulberry,INTERMEDIATE,Regional
myelopathy,INTERMEDIATE,Regional
mystagogue,INTERMEDIATE,Regional
nastaliq,INTERMEDIATE,Regional
neolalia,INTERMEDIATE,Regional
neurasthenic,INTERMEDIATE,Regional
neurokyme,INTERMEDIATE,Regional
nexus,INTERMEDIATE,Regional
nictitant,INTERMEDIATE,Regional
nimbus,INTERMEDIATE,Regional
nocive,INTERMEDIATE,Regional
nomancy,INTERMEDIATE,Regional
notornis,INTERMEDIATE,Regional
novella,INTERMEDIATE,Regional
nudicaudate,INTERMEDIATE,Regional
nullipara,INTERMEDIATE,Regional
numen,INTERMEDIATE,Regional
nummular,INTERMEDIATE,Regional
nuncupation,INTERMEDIATE,Regional
obelisk,INTERMEDIATE,Regional
obliterative,INTERMEDIATE,Regional
obreptitious,INTERMEDIATE,Regional
obscurantism,INTERMEDIATE,Regional
ocellated,INTERMEDIATE,Regional
octopod,INTERMEDIATE,Regional
olfactory,INTERMEDIATE,Regional
olivine,INTERMEDIATE,Regional
omoplate,INTERMEDIATE,Regional
onomatope,INTERMEDIATE,Regional
onychauxis,INTERMEDIATE,Regional
opinicus,INTERMEDIATE,Regional
oracy,INTERMEDIATE,Regional
orison,INTERMEDIATE,Regional
ornithoscopy,INTERMEDIATE,Regional
oryctology,INTERMEDIATE,Regional
palliatory,INTERMEDIATE,Regional
palpable,INTERMEDIATE,Regional
paludicolous,INTERMEDIATE,Regional
panforte,INTERMEDIATE,Regional
panopticon,INTERMEDIATE,Regional
pansit,INTERMEDIATE,Regional
pantheon,INTERMEDIATE,Regional
paregoric,INTERMEDIATE,Regional
parliamentary,INTERMEDIATE,Regional
parvitude,INTERMEDIATE,Regional
patriciate,INTERMEDIATE,Regional
paunchy,INTERMEDIATE,Regional
pergelisol,INTERMEDIATE,Regional
perorate,INTERMEDIATE,Regional
pertussis,INTERMEDIATE,Regional
phantasmagoric,INTERMEDIATE,Regional
pharaoh,INTERMEDIATE,Regional
phenomenal,INTERMEDIATE,Regional
philtrum,INTERMEDIATE,Regional
photometeor,INTERMEDIATE,Regional
pignorate,INTERMEDIATE,Regional
pinnacle,INTERMEDIATE,Regional
pithecological,INTERMEDIATE,Regional
placidly,INTERMEDIATE,Regional
platitudinal,INTERMEDIATE,Regional
plenary,INTERMEDIATE,Regional
pleonasm,INTERMEDIATE,Regional
Pollyanna,INTERMEDIATE,Regional
polychotomous,INTERMEDIATE,Regional
pomatum,INTERMEDIATE,Regional
pompier,INTERMEDIATE,Regional
poultice,INTERMEDIATE,Regional
predecessor,INTERMEDIATE,Regional
prejudicial,INTERMEDIATE,Regional
prenuptial,INTERMEDIATE,Regional
protanopia,INTERMEDIATE,Regional
psychalgia,INTERMEDIATE,Regional
ptarmigan,INTERMEDIATE,Regional
pugilant,INTERMEDIATE,Regional
pulverize,INTERMEDIATE,Regional
pycnoxylic,INTERMEDIATE,Regional
quersprung,INTERMEDIATE,Regional
quiescency,INTERMEDIATE,Regional
quila,INTERMEDIATE,Regional
rachiometer,INTERMEDIATE,Regional
rachischisis,INTERMEDIATE,Regional
radiometer,INTERMEDIATE,Regional
rallentando,INTERMEDIATE,Regional
rappel,INTERMEDIATE,Regional
rasceta,INTERMEDIATE,Regional
realgar,INTERMEDIATE,Regional
reboation,INTERMEDIATE,Regional
reflorescent,INTERMEDIATE,Regional
regurgitant,INTERMEDIATE,Regional
rehabilitant,INTERMEDIATE,Regional
remontant,INTERMEDIATE,Regional
renitency,INTERMEDIATE,Regional
reticle,INTERMEDIATE,Regional
retinue,INTERMEDIATE,Regional
revalorization,INTERMEDIATE,Regional
rheological,INTERMEDIATE,Regional
rialto,INTERMEDIATE,Regional
ritziness,INTERMEDIATE,Regional
rudimentary,INTERMEDIATE,Regional
Ruritanian,INTERMEDIATE,Regional
sabra,INTERMEDIATE,Regional
saliferous,INTERMEDIATE,Regional
sanguinary,INTERMEDIATE,Regional
sapajou,INTERMEDIATE,Regional
satsuma,INTERMEDIATE,Regional
scarabaeus,INTERMEDIATE,Regional
schalstein,INTERMEDIATE,Regional
schuyt,INTERMEDIATE,Regional
scotodinia,INTERMEDIATE,Regional
scumble,INTERMEDIATE,Regional
sequitur,INTERMEDIATE,Regional
seriary,INTERMEDIATE,Regional
sessile,INTERMEDIATE,Regional
shaddock,INTERMEDIATE,Regional
shanghaied,INTERMEDIATE,Regional
shenanigan,INTERMEDIATE,Regional
simoniacal,INTERMEDIATE,Regional
simultaneity,INTERMEDIATE,Regional
Singspiel,INTERMEDIATE,Regional
slurvian,INTERMEDIATE,Regional
solano,INTERMEDIATE,Regional
sondage,INTERMEDIATE,Regional
souchong,INTERMEDIATE,Regional
stentorophonic,INTERMEDIATE,Regional
stupose,INTERMEDIATE,Regional
suasible,INTERMEDIATE,Regional
subauditur,INTERMEDIATE,Regional
succedent,INTERMEDIATE,Regional
suffraginis,INTERMEDIATE,Regional
sunbow,INTERMEDIATE,Regional
superaurale,INTERMEDIATE,Regional
superimposable,INTERMEDIATE,Regional
supplementary,INTERMEDIATE,Regional
surrey,INTERMEDIATE,Regional
synoecious,INTERMEDIATE,Regional
synovial,INTERMEDIATE,Regional
taipan,INTERMEDIATE,Regional
talipes,INTERMEDIATE,Regional
termagancy,INTERMEDIATE,Regional
testudinal,INTERMEDIATE,Regional
tetragrammaton,INTERMEDIATE,Regional
theurgy,INTERMEDIATE,Regional
thrasonical,INTERMEDIATE,Regional
tramontana,INTERMEDIATE,Regional
transgression,INTERMEDIATE,Regional
traumatropism,INTERMEDIATE,Regional
Troadic,INTERMEDIATE,Regional
troglobiont,INTERMEDIATE,Regional
turpentine,INTERMEDIATE,Regional
tuyere,INTERMEDIATE,Regional
unau,INTERMEDIATE,Regional
upaithric,INTERMEDIATE,Regional
upas,INTERMEDIATE,Regional
ursine,INTERMEDIATE,Regional
vacatur,INTERMEDIATE,Regional
varus,INTERMEDIATE,Regional
vatic,INTERMEDIATE,Regional
velum,INTERMEDIATE,Regional
verism,INTERMEDIATE,Regional
vermivorous,INTERMEDIATE,Regional
vespacide,INTERMEDIATE,Regional
vibrissae,INTERMEDIATE,Regional
viscidity,INTERMEDIATE,Regional
voile,INTERMEDIATE,Regional
wapentake,INTERMEDIATE,Regional
wushu,INTERMEDIATE,Regional
xanthochromia,INTERMEDIATE,Regional
xerocolous,INTERMEDIATE,Regional
xylophilous,INTERMEDIATE,Regional
zaibatsu,INTERMEDIATE,Regional
zucchetto,INTERMEDIATE,Regional
abatement,INTERMEDIATE,Regional
abbatial,INTERMEDIATE,Regional
abbreviation,INTERMEDIATE,Regional
abeyance,INTERMEDIATE,Regional
abnegation,INTERMEDIATE,Regional
acacia,INTERMEDIATE,Regional
academese,INTERMEDIATE,Regional
acedia,INTERMEDIATE,Regional
acervation,INTERMEDIATE,Regional
acetabulum,INTERMEDIATE,Regional
acotyledon,INTERMEDIATE,Regional
acquittal,INTERMEDIATE,Regional
acuminate,INTERMEDIATE,Regional
addlepated,INTERMEDIATE,Regional
adenoidal,INTERMEDIATE,Regional
adiabatic,INTERMEDIATE,Regional
adipose,INTERMEDIATE,Regional
adventitious,INTERMEDIATE,Regional
affability,INTERMEDIATE,Regional
afflatus,INTERMEDIATE,Regional
affreight,INTERMEDIATE,Regional
ageusia,INTERMEDIATE,Regional
aggrandizement,INTERMEDIATE,Regional
agoraphobia,INTERMEDIATE,Regional
airedale,INTERMEDIATE,Regional
akamai,INTERMEDIATE,Regional
akaryote,INTERMEDIATE,Regional
akropodion,INTERMEDIATE,Regional
alacrity,INTERMEDIATE,Regional
alias,INTERMEDIATE,Regional
ammonia,INTERMEDIATE,Regional
andouille,INTERMEDIATE,Regional
arbitrage,INTERMEDIATE,Regional
asthmatic,INTERMEDIATE,Regional
attrition,INTERMEDIATE,Regional
Aztec,INTERMEDIATE,Regional
bacciferous,INTERMEDIATE,Regional
balaclava,INTERMEDIATE,Regional
baleen,INTERMEDIATE,Regional
balistraria,INTERMEDIATE,Regional
bandicoot,INTERMEDIATE,Regional
Bascology,INTERMEDIATE,Regional
bastide,INTERMEDIATE,Regional
bathyal,INTERMEDIATE,Regional
Bauhaus,INTERMEDIATE,Regional
bdelloid,INTERMEDIATE,Regional
beccafico,INTERMEDIATE,Regional
Beelzebub,INTERMEDIATE,Regional
beethovenian,INTERMEDIATE,Regional
belemnoid,INTERMEDIATE,Regional
belgravia,INTERMEDIATE,Regional
belomancy,INTERMEDIATE,Regional
Bethesda,INTERMEDIATE,Regional
beurre,INTERMEDIATE,Regional
binturong,INTERMEDIATE,Regional
bioacoustics,INTERMEDIATE,Regional
bituminous,INTERMEDIATE,Regional
biunguiculate,INTERMEDIATE,Regional
blanquette,INTERMEDIATE,Regional
blottesque,INTERMEDIATE,Regional
blouson,INTERMEDIATE,Regional
bonspiel,INTERMEDIATE,Regional
botryoidal,INTERMEDIATE,Regional
botticellian,INTERMEDIATE,Regional
bouchon,INTERMEDIATE,Regional
boulevardier,INTERMEDIATE,Regional
branchiferous,INTERMEDIATE,Regional
brankursine,INTERMEDIATE,Regional
breviloquence,INTERMEDIATE,Regional
brilliantine,INTERMEDIATE,Regional
brodequin,INTERMEDIATE,Regional
brouhaha,INTERMEDIATE,Regional
brucellosis,INTERMEDIATE,Regional
bruisewort,INTERMEDIATE,Regional
brume,INTERMEDIATE,Regional
bruschetta,INTERMEDIATE,Regional
bullionist,INTERMEDIATE,Regional
bumptiously,INTERMEDIATE,Regional
Bunyanesque,INTERMEDIATE,Regional
cabaret,INTERMEDIATE,Regional
Cambodian,INTERMEDIATE,Regional
campestral,INTERMEDIATE,Regional
capacious,INTERMEDIATE,Regional
capitulate,INTERMEDIATE,Regional
cecity,INTERMEDIATE,Regional
cellulose,INTERMEDIATE,Regional
cetology,INTERMEDIATE,Regional
chalcopyrite,INTERMEDIATE,Regional
champignon,INTERMEDIATE,Regional
chresard,INTERMEDIATE,Regional
ciao,INTERMEDIATE,Regional
clairaudient,INTERMEDIATE,Regional
clerihew,INTERMEDIATE,Regional
coadjutor,INTERMEDIATE,Regional
coffret,INTERMEDIATE,Regional
condescension,INTERMEDIATE,Regional
conniption,INTERMEDIATE,Regional
coralline,INTERMEDIATE,Regional
corrigenda,INTERMEDIATE,Regional
coterie,INTERMEDIATE,Regional
crambo,INTERMEDIATE,Regional
crocuses,INTERMEDIATE,Regional
cubit,INTERMEDIATE,Regional
cyanosis,INTERMEDIATE,Regional
cyathiform,INTERMEDIATE,Regional
dactylogram,INTERMEDIATE,Regional
debenture,INTERMEDIATE,Regional
decastich,INTERMEDIATE,Regional
decongestant,INTERMEDIATE,Regional
defamation,INTERMEDIATE,Regional
degenerative,INTERMEDIATE,Regional
deglaciation,INTERMEDIATE,Regional
delectus,INTERMEDIATE,Regional
dervish,INTERMEDIATE,Regional
diabetic,INTERMEDIATE,Regional
disavowed,INTERMEDIATE,Regional
discigerous,INTERMEDIATE,Regional
discrepate,INTERMEDIATE,Regional
discrete,INTERMEDIATE,Regional
disparity,INTERMEDIATE,Regional
docilely,INTERMEDIATE,Regional
dowager,INTERMEDIATE,Regional
dubiously,INTERMEDIATE,Regional
dudgeon,INTERMEDIATE,Regional
dynagraph,INTERMEDIATE,Regional
dysbarism,INTERMEDIATE,Regional
eatage,INTERMEDIATE,Regional
Ebenezer,INTERMEDIATE,Regional
eccrinology,INTERMEDIATE,Regional
edifice,INTERMEDIATE,Regional
eeriness,INTERMEDIATE,Regional
effigy,INTERMEDIATE,Regional
egocentric,INTERMEDIATE,Regional
einsteinium,INTERMEDIATE,Regional
ekistics,INTERMEDIATE,Regional
eland,INTERMEDIATE,Regional
emanant,INTERMEDIATE,Regional
embellish,INTERMEDIATE,Regional
emblema,INTERMEDIATE,Regional
embroider,INTERMEDIATE,Regional
epaxial,INTERMEDIATE,Regional
epenthesis,INTERMEDIATE,Regional
equilibrium,INTERMEDIATE,Regional
equipoise,INTERMEDIATE,Regional
escabeche,INTERMEDIATE,Regional
eschewal,INTERMEDIATE,Regional
essayist,INTERMEDIATE,Regional
etagere,INTERMEDIATE,Regional
ethanol,INTERMEDIATE,Regional
examen,INTERMEDIATE,Regional
exaugural,INTERMEDIATE,Regional
exponentially,INTERMEDIATE,Regional
exsculptate,INTERMEDIATE,Regional
facetiosity,INTERMEDIATE,Regional
facilely,INTERMEDIATE,Regional
facticide,INTERMEDIATE,Regional
facund,INTERMEDIATE,Regional
febrility,INTERMEDIATE,Regional
feliform,INTERMEDIATE,Regional
ferrotype,INTERMEDIATE,Regional
fibrinogen,INTERMEDIATE,Regional
fidgety,INTERMEDIATE,Regional
fimbrillate,INTERMEDIATE,Regional
finnage,INTERMEDIATE,Regional
flabbergast,INTERMEDIATE,Regional
flavedo,INTERMEDIATE,Regional
flexuosity,INTERMEDIATE,Regional
flooey,INTERMEDIATE,Regional
folkloric,INTERMEDIATE,Regional
fomentation,INTERMEDIATE,Regional
foosball,INTERMEDIATE,Regional
forbearance,INTERMEDIATE,Regional
fourberie,INTERMEDIATE,Regional
fractal,INTERMEDIATE,Regional
fuguist,INTERMEDIATE,Regional
gadarene,INTERMEDIATE,Regional
gadgeteer,INTERMEDIATE,Regional
geanticline,INTERMEDIATE,Regional
geitonogamy,INTERMEDIATE,Regional
gendarme,INTERMEDIATE,Regional
gigot,INTERMEDIATE,Regional
ginglymus,INTERMEDIATE,Regional
gizzard,INTERMEDIATE,Regional
glaucomatous,INTERMEDIATE,Regional
glazier,INTERMEDIATE,Regional
gobo,INTERMEDIATE,Regional
grobian,INTERMEDIATE,Regional
guariba,INTERMEDIATE,Regional
guffaw,INTERMEDIATE,Regional
gurney,INTERMEDIATE,Regional
gypsum,INTERMEDIATE,Regional
habitable,INTERMEDIATE,Regional
hamartia,INTERMEDIATE,Regional
harfang,INTERMEDIATE,Regional
hegemonic,INTERMEDIATE,Regional
heinousness,INTERMEDIATE,Regional
heliacal,INTERMEDIATE,Regional
heortology,INTERMEDIATE,Regional
hereditament,INTERMEDIATE,Regional
hermetic,INTERMEDIATE,Regional
hibernaculum,INTERMEDIATE,Regional
hoax,INTERMEDIATE,Regional
Hooverville,INTERMEDIATE,Regional
horologium,INTERMEDIATE,Regional
humanitarian,INTERMEDIATE,Regional
hyalithe,INTERMEDIATE,Regional
Ibsenian,INTERMEDIATE,Regional
idiochromatic,INTERMEDIATE,Regional
idiomatically,INTERMEDIATE,Regional
idlesse,INTERMEDIATE,Regional
ignoble,INTERMEDIATE,Regional
illusoriness,INTERMEDIATE,Regional
imago,INTERMEDIATE,Regional
imperceptible,INTERMEDIATE,Regional
inaccurate,INTERMEDIATE,Regional
ingestible,INTERMEDIATE,Regional
innumerable,INTERMEDIATE,Regional
inordinate,INTERMEDIATE,Regional
iridectomy,INTERMEDIATE,Regional
irradiate,INTERMEDIATE,Regional
irretrievably,INTERMEDIATE,Regional
italicization,INTERMEDIATE,Regional
jackdaw,INTERMEDIATE,Regional
jambeau,INTERMEDIATE,Regional
japery,INTERMEDIATE,Regional
jejunely,INTERMEDIATE,Regional
jettison,INTERMEDIATE,Regional
jicama,INTERMEDIATE,Regional
jonquil,INTERMEDIATE,Regional
kratogen,INTERMEDIATE,Regional
labefaction,INTERMEDIATE,Regional
labyrinthine,INTERMEDIATE,Regional
lamentation,INTERMEDIATE,Regional
lassitude,INTERMEDIATE,Regional
laterigrade,INTERMEDIATE,Regional
legato,INTERMEDIATE,Regional
levanter,INTERMEDIATE,Regional
liquesce,INTERMEDIATE,Regional
litiscontestation,INTERMEDIATE,Regional
lozenge,INTERMEDIATE,Regional
lucarne,INTERMEDIATE,Regional
lupine,INTERMEDIATE,Regional
luthier,INTERMEDIATE,Regional
machicotage,INTERMEDIATE,Regional
manipulative,INTERMEDIATE,Regional
maxillae,INTERMEDIATE,Regional
maxim,INTERMEDIATE,Regional
meiosis,INTERMEDIATE,Regional
melee,INTERMEDIATE,Regional
melodrama,INTERMEDIATE,Regional
merganser,INTERMEDIATE,Regional
Michaelmas,INTERMEDIATE,Regional
mittimus,INTERMEDIATE,Regional
mobiliary,INTERMEDIATE,Regional
mortadella,INTERMEDIATE,Regional
mosquitoey,INTERMEDIATE,Regional
mossery,INTERMEDIATE,Regional
moussaka,INTERMEDIATE,Regional
mussitation,INTERMEDIATE,Regional
mycology,INTERMEDIATE,Regional
myocarditis,INTERMEDIATE,Regional
naphthalene,INTERMEDIATE,Regional
neuropathy,INTERMEDIATE,Regional
nocake,INTERMEDIATE,Regional
noctilucous,INTERMEDIATE,Regional
nomenclative,INTERMEDIATE,Regional
nonplus,INTERMEDIATE,Regional
nubuck,INTERMEDIATE,Regional
nymphal,INTERMEDIATE,Regional
obedientiary,INTERMEDIATE,Regional
occident,INTERMEDIATE,Regional
odiferous,INTERMEDIATE,Regional
odograph,INTERMEDIATE,Regional
ogival,INTERMEDIATE,Regional
oligarchic,INTERMEDIATE,Regional
ombrology,INTERMEDIATE,Regional
onerous,INTERMEDIATE,Regional
oolemma,INTERMEDIATE,Regional
oriel,INTERMEDIATE,Regional
orthian,INTERMEDIATE,Regional
ossuary,INTERMEDIATE,Regional
ostreiform,INTERMEDIATE,Regional
oyez,INTERMEDIATE,Regional
parable,INTERMEDIATE,Regional
parochialism,INTERMEDIATE,Regional
patently,INTERMEDIATE,Regional
peculate,INTERMEDIATE,Regional
pekoe,INTERMEDIATE,Regional
pelycosaur,INTERMEDIATE,Regional
pembina,INTERMEDIATE,Regional
Pembroke,INTERMEDIATE,Regional
pessimum,INTERMEDIATE,Regional
phenology,INTERMEDIATE,Regional
phlox,INTERMEDIATE,Regional
pilaster,INTERMEDIATE,Regional
pilgrimage,INTERMEDIATE,Regional
pillor,INTERMEDIATE,Regional
piloncillo,INTERMEDIATE,Regional
placatory,INTERMEDIATE,Regional
platypodia,INTERMEDIATE,Regional
plutonite,INTERMEDIATE,Regional
polemic,INTERMEDIATE,Regional
pollutant,INTERMEDIATE,Regional
polyonymous,INTERMEDIATE,Regional
portcullis,INTERMEDIATE,Regional
practitioner,INTERMEDIATE,Regional
premonition,INTERMEDIATE,Regional
presbytery,INTERMEDIATE,Regional
presumably,INTERMEDIATE,Regional
prevaricate,INTERMEDIATE,Regional
promethean,INTERMEDIATE,Regional
pronouncement,INTERMEDIATE,Regional
proteus,INTERMEDIATE,Regional
psalmody,INTERMEDIATE,Regional
puchero,INTERMEDIATE,Regional
pyrope,INTERMEDIATE,Regional
quadragenarian,INTERMEDIATE,Regional
quebracho,INTERMEDIATE,Regional
quiddity,INTERMEDIATE,Regional
rabbinic,INTERMEDIATE,Regional
rapscallion,INTERMEDIATE,Regional
raspingly,INTERMEDIATE,Regional
ratafia,INTERMEDIATE,Regional
reconcilable,INTERMEDIATE,Regional
redingote,INTERMEDIATE,Regional
relegate,INTERMEDIATE,Regional
rembrandt,INTERMEDIATE,Regional
renunciatory,INTERMEDIATE,Regional
repoussage,INTERMEDIATE,Regional
reprehensible,INTERMEDIATE,Regional
retribution,INTERMEDIATE,Regional
rockabilly,INTERMEDIATE,Regional
rococo,INTERMEDIATE,Regional
rognon,INTERMEDIATE,Regional
rubicelle,INTERMEDIATE,Regional
sabot,INTERMEDIATE,Regional
saccadic,INTERMEDIATE,Regional
sacerdotal,INTERMEDIATE,Regional
samara,INTERMEDIATE,Regional
scaberulous,INTERMEDIATE,Regional
scalpel,INTERMEDIATE,Regional
sebaceous,INTERMEDIATE,Regional
